SSIP,Stdevpack,Stdevbyte,NbFlow,NbIntFlow,Class
12,0.59371127224623554,322.8843272460951,25,1,0
13,0.61441028637222539,271.96141270408197,26,1,0
41,0.45074801975748774,118.72039309980892,41,0.5161290322580645,1
12,0.54696341291648753,340.89131682868759,25,1,0
41,0.27982825117576571,71.638089511701651,41,0.5161290322580645,1
41,0.45074801975748774,106.09105728082639,41,0.5161290322580645,1
13,0.73484692283495345,335.36405591535896,26,1,0
41,0.45074801975748774,97.726609040036266,41,0.5161290322580645,1
13,0.66895440801298267,335.10941403517751,26,1,0
41,0.45074801975748774,111.21523881390031,41,0.5161290322580645,1
41,0.45074801975748774,102.71882051215813,41,0.5161290322580645,1
41,0.45074801975748774,97.726609040036266,41,0.5161290322580645,1
41,0.45074801975748774,105.71627254570284,41,0.5161290322580645,1
42,0.34798527267687634,76.496768658776531,42,0.515625,1
12,0.81238679160174387,341.45622339192295,25,1,0
12,0.67401307762451013,329.29291745308547,25,1,0
41,0.45074801975748774,114.21645933825344,41,0.5161290322580645,1
13,0.62249497989943658,350.64347901394086,26,1,0
13,0.58949130612757983,321.39584238132267,26,1,0
41,0.45074801975748774,98.225615763361716,41,0.5161290322580645,1
41,0.55311058708007255,115.74484838280802,41,0.5161290322580645,1
13,0.70533679898329427,351.12433695202617,26,1,0
41,0.27982825117576571,82.93131976597833,41,0.5161290322580645,1
41,0.35336939193881683,84.399705886917218,41,0.5161290322580645,1
41,0.45074801975748774,98.225615763361716,41,0.5161290322580645,1
41,0.45074801975748774,111.71535946351526,41,0.5161290322580645,1
41,0.45074801975748774,118.21983877910395,41,0.5161290322580645,1
11,0.81348921681996067,342.27319164121366,22,1,0
13,0.58949130612757983,316.1033365451874,26,1,0
41,0.12597176896623641,53.412030041684204,41,0.5161290322580645,1
41,0.12597176896623638,52.152312352021852,41,0.5161290322580645,1
13,0.49749371855330998,322.05728915831111,26,1,0
11,0.69102000732180768,326.29022044566017,22,1,0
41,0.35336939193881689,76.206052141115663,41,0.5161290322580645,1
41,0.12597176896623638,49.632876972697133,41,0.5161290322580645,1
41,0.12597176896623641,48.373159283034731,41,0.5161290322580645,1
11,0.4921529567847503,339.49813866819585,22,1,0
42,0.34798527267687634,75.398084151720994,42,0.515625,1
41,0.27982825117576571,86.572712486940802,41,0.5161290322580645,1
41,0.27982825117576571,76.153804403181638,41,0.5161290322580645,1
41,0.27982825117576571,82.17805881545496,41,0.5161290322580645,1
11,0.69414257183564387,343.78234544266854,22,1,0
41,0.12597176896623641,47.113441593372421,41,0.5161290322580645,1
12,0.61434829104888156,268.42105392156861,25,1,0
41,0.27982825117576571,75.024657757247326,41,0.5161290322580645,1
13,0.71414284285428498,309.75299736241453,26,1,0
41,0.45074801975748774,113.71617460275876,41,0.5161290322580645,1
12,0.16007269816574257,358.06157102188348,25,1,0
40,0.0,0.0,40,0.5,1
41,0.45074801975748774,119.22097549911015,41,0.5161290322580645,1
12,0.68662261635045985,321.7666835008111,24,1,0
13,0.58309518948452999,333.55332313589685,26,1,0
13,0.5830951894845301,298.98070171835508,26,1,0
12,0.22329687826943606,363.07271693688784,25,1,0
41,0.45074801975748774,103.71780432714189,41,0.5161290322580645,1
12,0.48237638894272,328.62921877840233,25,1,0
13,0.58683472971527506,287.23056505184121,26,1,0
13,0.80272971790011616,336.65698789717703,26,1,0
12,0.71441431371043296,344.80596032697628,25,1,0
12,0.68493488921877521,317.02279560324803,24,1,0
41,0.35336939193881689,75.090787922362679,41,0.5161290322580645,1
40,0.0,0.0,40,0.5,1
41,0.45074801975748774,117.21881581229631,41,0.5161290322580645,1
12,0.55762158158992337,333.20186373197231,25,1,0
12,0.6765768490622337,335.59945229733535,25,1,0
42,0.12401959270615269,52.08822893658413,42,0.515625,1
13,0.53619026473818043,352.16050229263362,26,1,0
41,0.45074801975748774,121.22357892509589,41,0.5161290322580645,1
41,0.45074801975748774,114.21645933825344,41,0.5161290322580645,1
41,0.45074801975748774,108.71515732335503,41,0.5161290322580645,1
12,0.65314071821004505,348.09735022757224,25,1,0
41,0.45074801975748774,106.21599045582533,41,0.5161290322580645,1
41,0.12597176896623641,53.412030041684204,41,0.5161290322580645,1
42,0.44387102222943098,116.39473097368926,42,0.515625,1
13,0.7545694136393285,316.10623214356275,26,1,0
41,0.45074801975748774,103.21829105706458,41,0.5161290322580645,1
13,0.82310388165771642,312.09076804673344,26,1,0
41,0.45074801975748774,101.22067155297771,41,0.5161290322580645,1
41,0.27982825117576571,82.17805881545496,41,0.5161290322580645,1
13,0.77095719725546374,305.84183412345669,26,1,0
12,0.67040732646615775,329.71984771596527,25,1,0
41,0.45074801975748774,117.21881581229631,41,0.5161290322580645,1
41,0.45074801975748774,98.724672063722196,41,0.5161290322580645,1
40,0.0,0.0,40,0.5,1
41,0.45074801975748774,98.724672063722196,41,0.5161290322580645,1
11,0.78700518589762658,329.75938722075466,22,1,0
12,0.74803528439746814,335.21950058641755,25,1,0
41,0.45074801975748774,110.71515231969735,41,0.5161290322580645,1
40,0.0,0.0,40,0.5,1
41,0.27982825117576571,85.94481477241257,41,0.5161290322580645,1
41,0.45074801975748774,114.71677560679232,41,0.5161290322580645,1
41,0.27982825117576571,81.801446117343531,41,0.5161290322580645,1
41,0.53005408790822528,100.76679994355131,41,0.5161290322580645,1
41,0.45074801975748774,100.22213102057817,41,0.5161290322580645,1
41,0.45074801975748774,100.7213782957007,41,0.5161290322580645,1
12,0.66666666666666663,318.20635799027036,24,1,0
12,0.78991215893703337,321.59668742522973,25,1,0
12,0.59835164523716711,312.36636031358364,24,1,0
13,0.80000000000000004,316.80159307522428,26,1,0
12,0.55762158158992337,345.78221273318741,25,1,0
41,0.45074801975748774,103.71780432714189,41,0.5161290322580645,1
12,0.79166362928901701,323.24131445163545,25,1,0
41,0.45074801975748774,103.71780432714189,41,0.5161290322580645,1
13,0.59160797830996159,317.67561186688533,26,1,0
41,0.45074801975748774,114.71677560679232,41,0.5161290322580645,1
11,0.54550697032327677,341.86966597244447,22,1,0
13,0.80272971790011605,309.06920644897639,26,1,0
11,0.66551226464616242,310.43878980329254,22,1,0
13,0.74161984870956632,331.88032387443519,26,1,0
41,0.27982825117576571,84.437979443663949,41,0.5161290322580645,1
12,0.49300664859163468,337.89266480954979,24,1,0
13,0.47696960070847283,348.28155277016896,26,1,0
13,0.63245553203367588,284.92927192550786,26,1,0
13,0.57227615711297986,327.5001898854411,26,1,0
12,0.72595190807622112,295.75357166790224,24,1,0
41,0.27982825117576571,82.17805881545496,41,0.5161290322580645,1
13,0.5830951894845301,324.80606136585567,26,1,0
12,0.59835164523716711,326.34234065237251,24,1,0
41,0.45074801975748774,98.225615763361716,41,0.5161290322580645,1
12,0.45351810367405493,339.44916272105041,25,1,0
41,0.27982825117576571,80.295117730292532,41,0.5161290322580645,1
12,0.61378440998371586,309.88323687901374,25,1,0
12,0.74803528439746814,331.89263461867819,25,1,0
42,0.44387102222943098,119.84488265436076,42,0.515625,1
41,0.45074801975748774,115.7175011069413,41,0.5161290322580645,1
12,0.36464227527765836,344.37388687474379,25,1,0
41,0.45074801975748774,104.21735970804542,41,0.5161290322580645,1
41,0.12597176896623638,44.594006214047681,41,0.5161290322580645,1
12,0.71145824860364992,317.54040644022331,24,1,0
12,0.65999664231497124,338.15037059005851,25,1,0
41,0.12597176896623641,46.861498055439924,41,0.5161290322580645,1
12,0.62360956446232352,346.85930367111371,24,1,0
41,0.45074801975748774,111.96543245357527,41,0.5161290322580645,1
12,0.74059196207738354,330.51064327576438,25,1,0
41,0.27982825117576571,84.814672174246923,41,0.5161290322580645,1
41,0.45074801975748774,114.71677560679232,41,0.5161290322580645,1
12,0.76173940004456042,349.09428998834846,24,1,0
41,0.45074801975748774,108.21524875189705,41,0.5161290322580645,1
13,0.73484692283495345,353.43191618047177,26,1,0
13,0.33071891388307384,344.60990989813394,26,1,0
41,0.45074801975748774,111.21523881390031,41,0.5161290322580645,1
42,0.44387102222943098,109.49867561271004,42,0.515625,1
41,0.45074801975748774,110.21510044583323,41,0.5161290322580645,1
41,0.12597176896623638,45.853723903710033,41,0.5161290322580645,1
13,0.66332495807108005,311.48434952658539,26,1,0
12,0.67300230219920654,316.98362670454355,24,1,0
12,0.86200670273238333,340.58050819406617,24,1,0
13,0.75993420767853315,342.82698898278124,26,1,0
41,0.45074801975748774,111.21523881390031,41,0.5161290322580645,1
12,0.50550980821838276,295.52870599398966,25,1,0
42,0.44387102222943098,104.08492157098212,42,0.515625,1
41,0.27982825117576571,87.451816672577081,41,0.5161290322580645,1
42,0.44387102222943098,109.00633851266403,42,0.515625,1
12,0.6337681357259104,330.56774798984907,25,1,0
41,0.27982825117576571,75.024657757247326,41,0.5161290322580645,1
41,0.27982825117576571,73.895651954167974,41,0.5161290322580645,1
11,0.54312309742998199,328.24418209556245,22,1,0
41,0.27982825117576571,80.671681123401413,41,0.5161290322580645,1
12,0.59511903571190405,288.44102035290024,24,1,0
41,0.45074801975748774,96.728747393525708,41,0.5161290322580645,1
41,0.45074801975748774,105.71627254570284,41,0.5161290322580645,1
13,0.57227615711297986,340.0760907502908,26,1,0
41,0.47873619611792995,110.37863601368436,41,0.5161290322580645,1
12,0.76325731466856039,335.91895678078566,24,1,0
41,0.45074801975748774,111.21523881390031,41,0.5161290322580645,1
12,0.72168783648703216,304.60288354949409,24,1,0
12,0.66666666666666663,342.40631322061415,24,1,0
42,0.44387102222943098,115.40922010800307,42,0.515625,1
41,0.27982825117576571,85.94481477241257,41,0.5161290322580645,1
12,0.49372797471825564,329.34138086847605,25,1,0
42,0.44387102222943098,116.88752857314377,42,0.515625,1
41,0.12597176896623638,53.915917117549178,41,0.5161290322580645,1
13,0.70666470125512848,314.45957510465473,26,1,0
41,0.45074801975748774,120.7228876756222,41,0.5161290322580645,1
41,0.45074801975748774,101.72001011529835,41,0.5161290322580645,1
12,0.65314071821004516,298.8630823082018,25,1,0
41,0.27982825117576571,71.638089511701651,41,0.5161290322580645,1
41,0.40579824598093939,81.485077762881815,41,0.5161290322580645,1
41,0.45074801975748774,102.71882051215815,41,0.5161290322580645,1
13,0.71370512118100993,302.67370116182872,26,1,0
12,0.75172930826766837,336.85327284119222,25,1,0
12,0.75172930826766837,329.41163868453555,25,1,0
13,0.74161984870956632,335.32222469588862,26,1,0
12,0.45351810367405493,333.6610661490368,25,1,0
12,0.65026110615109023,308.77647209951448,24,1,0
12,0.40768245749551763,352.92105165045194,25,1,0
41,0.27982825117576571,81.424845489932054,41,0.5161290322580645,1
41,0.45074801975748774,115.7175011069413,41,0.5161290322580645,1
10,0.61237243569579447,332.21588983812546,21,1,0
41,0.45074801975748774,121.72429654940487,41,0.5161290322580645,1
41,0.45074801975748774,99.223777193059234,41,0.5161290322580645,1
12,0.59545834205182946,329.81401310586733,25,1,0
41,0.45074801975748774,103.71780432714189,41,0.5161290322580645,1
12,0.69425820833015361,303.29373327297628,25,1,0
12,0.56859693029051994,346.3233966421102,24,1,0
13,0.82310388165771642,318.99580620284024,26,1,0
41,0.35336939193881683,76.206052141115663,41,0.5161290322580645,1
13,0.58949130612757983,324.6101931548053,26,1,0
13,0.57825167531101884,324.75112682637456,26,1,0
12,0.75172930826766848,326.11394011764997,25,1,0
12,0.60092521257733156,329.17057194120315,24,1,0
13,0.33071891388307384,339.89896936442744,26,1,0
41,0.27982825117576571,70.509547253561266,41,0.5161290322580645,1
41,0.45074801975748774,101.22067155297772,41,0.5161290322580645,1
41,0.35336939193881689,74.347589038499876,41,0.5161290322580645,1
41,0.45074801975748774,96.728747393525708,41,0.5161290322580645,1
41,0.45074801975748774,115.7175011069413,41,0.5161290322580645,1
13,0.65907131632320337,353.80410451971869,26,1,0
41,0.45074801975748774,117.21881581229631,41,0.5161290322580645,1
41,0.45074801975748774,113.21592181832807,41,0.5161290322580645,1
41,0.45074801975748774,117.71931289517433,41,0.5161290322580645,1
12,0.86322207720298549,325.77862408598475,25,1,0
41,0.12597176896623641,54.923691269279068,41,0.5161290322580645,1
12,0.61884084296341291,308.51614305626828,25,1,0
13,0.65383484153110105,336.49349826556823,26,1,0
12,0.55762158158992359,304.42729938265762,25,1,0
41,0.27982825117576571,71.638089511701651,41,0.5161290322580645,1
12,0.45812284729085123,291.21959784098783,24,1,0
12,0.75218978568191852,323.43822595834331,25,1,0
41,0.17668469596940845,53.982654168655039,41,0.5161290322580645,1
12,0.52102604929535079,349.83948832289889,25,1,0
41,0.45074801975748774,108.71515732335502,41,0.5161290322580645,1
41,0.27982825117576571,71.638089511701651,41,0.5161290322580645,1
13,0.66332495807108005,328.27901242692928,26,1,0
41,0.12597176896623638,51.144538200291954,41,0.5161290322580645,1
41,0.37236762518113536,78.232643532274068,41,0.5161290322580645,1
42,0.44387102222943098,104.08492157098212,42,0.515625,1
41,0.45074801975748774,117.71931289517433,41,0.5161290322580645,1
13,0.4330127018922193,332.19937443499197,26,1,0
41,0.45074801975748774,111.21523881390031,41,0.5161290322580645,1
12,0.4479032082388083,328.60176092642996,24,1,0
12,0.48032267960529396,342.19636784552034,24,1,0
12,0.53503778567383942,340.47155026993062,24,1,0
42,0.34798527267687634,71.374218403667129,42,0.515625,1
12,0.61152368624327635,288.55941384498192,25,1,0
12,0.54696341291648753,337.82888356479697,25,1,0
12,0.59078800843799073,315.12650144244827,25,1,0
41,0.27982825117576571,78.788993616421138,41,0.5161290322580645,1
12,0.48021809449722785,282.32767646390414,25,1,0
42,0.44387102222943098,111.46835576044666,42,0.515625,1
12,0.63866637365850509,336.75204902238625,25,1,0
12,0.68269061953014987,298.46191124727108,25,1,0
12,0.22329687826943603,264.73457674033375,25,1,0
41,0.27982825117576571,77.283085718605875,41,0.5161290322580645,1
12,0.59545834205182957,310.58698894324442,25,1,0
41,0.12597176896623641,47.36538513130489,41,0.5161290322580645,1
41,0.27982825117576571,81.04825710148458,41,0.5161290322580645,1
40,0.0,0.0,40,0.5,1
12,0.66666666666666663,346.89099201262945,24,1,0
41,0.35336939193881683,76.949861711908142,41,0.5161290322580645,1
41,0.45074801975748774,116.21790953806791,41,0.5161290322580645,1
41,0.17668469596940845,50.73516760640441,41,0.5161290322580645,1
41,0.45074801975748774,116.21790953806791,41,0.5161290322580645,1
41,0.45074801975748774,99.722930418217601,41,0.5161290322580645,1
41,0.45074801975748774,99.223777193059234,41,0.5161290322580645,1
41,0.45074801975748774,117.71931289517433,41,0.5161290322580645,1
13,0.65383484153110105,331.82592480847546,26,1,0
41,0.45074801975748774,104.21735970804542,41,0.5161290322580645,1
41,0.27982825117576571,87.828592169619782,41,0.5161290322580645,1
13,0.59160797830996159,321.16668569451593,26,1,0
12,0.4969039949999533,318.2049867306402,24,1,0
12,0.44034738238635557,343.90771023327574,25,1,0
11,0.67390819043468242,305.38849272343134,22,1,0
41,0.27982825117576571,81.550377680890833,41,0.5161290322580645,1
13,0.58949130612757983,328.53121617283193,26,1,0
12,0.61884084296341291,345.15994927238802,25,1,0
13,0.67035438388959612,317.48307041478603,26,1,0
13,0.68510948030223606,322.04082039393705,26,1,0
12,0.54645321035850003,343.99025162041522,24,1,0
12,0.59603956067926966,320.05122187868426,25,1,0
41,0.45074801975748774,96.728747393525708,41,0.5161290322580645,1
41,0.45074801975748774,110.71515231969734,41,0.5161290322580645,1
41,0.45074801975748774,98.225615763361716,41,0.5161290322580645,1
13,0.66895440801298256,326.3940017448237,26,1,0
41,0.45074801975748774,103.21829105706458,41,0.5161290322580645,1
41,0.45074801975748774,109.71508366567888,41,0.5161290322580645,1
11,0.50687317469453197,292.50303875628521,22,1,0
41,0.35336939193881683,81.417369039225989,41,0.5161290322580645,1
41,0.45074801975748774,102.21939331872137,41,0.5161290322580645,1
41,0.45074801975748774,110.71515231969735,41,0.5161290322580645,1
41,0.27982825117576571,81.801446117343531,41,0.5161290322580645,1
13,0.54715171570598231,341.37598040869835,26,1,0
41,0.45074801975748774,108.21524875189705,41,0.5161290322580645,1
12,0.93855550000668464,355.73588821015068,25,1,0
12,0.62853936105470887,295.45231592873716,24,1,0
13,0.67777208558629798,267.01223637691214,26,1,0
12,0.56685945338257937,312.21498027131435,25,1,0
41,0.27982825117576571,85.56808998039412,41,0.5161290322580645,1
13,0.70000000000000007,319.31294994096311,26,1,0
41,0.12597176896623638,55.679521883076454,41,0.5161290322580645,1
41,0.12597176896623638,48.121215745102305,41,0.5161290322580645,1
42,0.44387102222943098,104.08492157098212,42,0.515625,1
13,0.4330127018922193,333.23654886581693,26,1,0
13,0.26339134382131846,350.19051600521681,26,1,0
41,0.45074801975748774,98.225615763361716,41,0.5161290322580645,1
42,0.38400642898264087,71.742321494076108,42,0.515625,1
41,0.45074801975748774,103.71780432714189,41,0.5161290322580645,1
12,0.80854165767037978,323.45535341213554,25,1,0
13,0.57825167531101884,360.49536751531218,26,1,0
41,0.45074801975748774,121.22357892509589,41,0.5161290322580645,1
41,0.12597176896623638,50.388707586494547,41,0.5161290322580645,1
13,0.63196123298822693,309.85455862388085,26,1,0
41,0.27982825117576571,82.17805881545496,41,0.5161290322580645,1
41,0.45074801975748774,103.71780432714189,41,0.5161290322580645,1
13,0.45825756949558405,331.26068284660647,26,1,0
41,0.12597176896623641,54.419804193414116,41,0.5161290322580645,1
12,0.75172930826766837,335.02346219571945,25,1,0
41,0.45074801975748774,113.21592181832807,41,0.5161290322580645,1
13,0.5099019513592784,353.17753237571611,26,1,0
13,0.82120338528284209,304.45994810483694,26,1,0
41,0.45074801975748774,112.71570141037532,41,0.5161290322580645,1
41,0.45074801975748774,115.21712299759017,41,0.5161290322580645,1
42,0.12401959270615269,44.895092559627273,42,0.515625,1
13,0.7545694136393285,307.45106927769825,26,1,0
12,0.53480003770793616,306.99140540361998,25,1,0
41,0.45074801975748774,118.84553608112499,41,0.5161290322580645,1
41,0.45074801975748774,115.7175011069413,41,0.5161290322580645,1
13,0.53619026473818043,336.35726541878057,26,1,0
41,0.27982825117576571,78.412495885069973,41,0.5161290322580645,1
42,0.2755498763835687,83.132928134610864,42,0.515625,1
12,0.74948542017955777,304.94279467580697,24,1,0
41,0.45074801975748774,101.72001011529834,41,0.5161290322580645,1
41,0.45074801975748774,118.72039309980892,41,0.5161290322580645,1
13,0.39921798556678278,342.53869854368281,26,1,0
12,0.63649403276041194,328.20386712126322,25,1,0
12,0.53480003770793616,344.99079938753425,25,1,0
41,0.45074801975748774,118.21983877910395,41,0.5161290322580645,1
12,0.67300230219920654,330.79229967562929,24,1,0
41,0.27982825117576571,74.648306524753352,41,0.5161290322580645,1
12,0.53995485601797866,310.20107521366191,25,1,0
41,0.12597176896623641,53.412030041684204,41,0.5161290322580645,1
41,0.27982825117576571,71.638089511701651,41,0.5161290322580645,1
41,0.45074801975748774,97.227652657086622,41,0.5161290322580645,1
41,0.45074801975748774,120.7228876756222,41,0.5161290322580645,1
13,0.78700381193485969,325.14621326412527,26,1,0
13,0.58949130612757983,340.37896527253264,26,1,0
41,0.45074801975748774,104.21735970804542,41,0.5161290322580645,1
12,0.70857431672822413,332.98300473213828,25,1,0
13,0.41758232721225164,356.79404423280391,26,1,0
41,0.5635937164405207,113.33460906017213,41,0.5161290322580645,1
12,0.68718427093627676,332.3579432917706,24,1,0
13,0.67035438388959612,327.05227410920105,26,1,0
41,0.45074801975748774,97.726609040036266,41,0.5161290322580645,1
13,0.67082039324993692,330.25943495228108,26,1,0
41,0.45074801975748774,121.22357892509589,41,0.5161290322580645,1
12,0.59371127224623577,335.02145712073718,25,1,0
13,0.59107952087684446,323.29280459051358,26,1,0
12,0.60092521257733156,323.72763281331663,24,1,0
40,0.0,0.0,40,0.5,1
12,0.68493488921877521,336.45116865436637,24,1,0
41,0.0,22.171031338057603,41,0.5161290322580645,1
13,0.52380817099392407,346.69232667453139,26,1,0
42,0.44387102222943098,110.97588684456412,42,0.515625,1
41,0.45074801975748774,106.21599045582532,41,0.5161290322580645,1
41,0.45074801975748774,113.21592181832807,41,0.5161290322580645,1
13,0.74161984870956632,333.87618962723292,26,1,0
41,0.45074801975748774,113.71617460275876,41,0.5161290322580645,1
41,0.12597176896623638,46.357610979574979,41,0.5161290322580645,1
41,0.27982825117576571,84.814672174246923,41,0.5161290322580645,1
13,0.58949130612757983,327.58264606050176,26,1,0
13,0.59107952087684446,329.85776859125207,26,1,0
13,0.64759169234943104,334.17918471981466,26,1,0
41,0.45074801975748774,112.71570141037532,41,0.5161290322580645,1
13,0.65383484153110105,310.06073598570975,26,1,0
41,0.45074801975748774,121.72429654940487,41,0.5161290322580645,1
41,0.45074801975748774,110.21510044583324,41,0.5161290322580645,1
12,0.72928455055531682,321.25776557004525,25,1,0
13,0.63196123298822682,325.07800602316979,26,1,0
41,0.35336939193881689,87.758187536597603,41,0.5161290322580645,1
12,0.59078800843799073,312.67368691262561,25,1,0
13,0.6077622890571609,324.44328857290299,26,1,0
41,0.12597176896623641,47.113441593372421,41,0.5161290322580645,1
41,0.45074801975748774,105.21659440303679,41,0.5161290322580645,1
12,0.68493488921877521,323.24473179899229,24,1,0
12,0.69425820833015373,302.89653504427588,25,1,0
41,0.45074801975748774,112.21551381187203,41,0.5161290322580645,1
12,0.71198680307729911,335.48696982924349,25,1,0
13,0.47696960070847283,313.39054608427483,26,1,0
12,0.74105936001730133,321.51063104130191,25,1,0
41,0.37236762518113536,71.57025757247655,41,0.5161290322580645,1
41,0.12597176896623638,56.939239572738813,41,0.5161290322580645,1
13,0.56513272777286583,312.87133038199585,26,1,0
41,0.45074801975748774,106.21599045582533,41,0.5161290322580645,1
12,0.48237638894272,334.86719677162199,25,1,0
13,0.80622577482985502,297.68540336234156,26,1,0
12,0.49930699897395464,306.31070261647096,25,1,0
12,0.63037809543945655,321.57400315661846,24,1,0
12,0.59835164523716711,316.44745214511647,24,1,0
13,0.53619026473818043,300.30449547084709,26,1,0
11,0.77871778205139575,314.38506599898062,22,1,0
11,0.49913419848462182,302.9157342257455,22,1,0
13,0.64759169234943093,331.74990486057413,26,1,0
41,0.27982825117576571,81.801446117343531,41,0.5161290322580645,1
41,0.45074801975748774,109.21510246124004,41,0.5161290322580645,1
42,0.44387102222943098,110.97588684456412,42,0.515625,1
13,0.4330127018922193,344.63857789719361,26,1,0
42,0.44387102222943098,108.51403549051847,42,0.515625,1
41,0.45074801975748774,109.21510246124004,41,0.5161290322580645,1
12,0.49652532273982136,336.19358623243056,25,1,0
41,0.27982825117576571,83.307967696912442,41,0.5161290322580645,1
41,0.45074801975748774,105.21659440303679,41,0.5161290322580645,1
12,0.75172930826766837,336.45964718347057,25,1,0
41,0.45074801975748774,116.71834790097301,41,0.5161290322580645,1
41,0.27982825117576571,72.390541361893767,41,0.5161290322580645,1
41,0.45074801975748774,106.21599045582533,41,0.5161290322580645,1
12,0.54948981625845006,319.77302047864947,25,1,0
41,0.45074801975748774,109.71508366567888,41,0.5161290322580645,1
41,0.45074801975748774,117.71931289517433,41,0.5161290322580645,1
41,0.45074801975748774,97.726609040036266,41,0.5161290322580645,1
12,0.0,352.4132105748227,24,1,0
12,0.9150178237217742,332.63291971748436,25,1,0
13,0.62249497989943658,350.59013730423163,26,1,0
12,0.61551443906000947,305.99592887431413,24,1,0
13,0.66661458129866913,342.50721798963593,26,1,0
12,0.66418049811178759,284.73336533532574,25,1,0
13,0.44651427748729383,336.09369880287846,26,1,0
41,0.45074801975748774,103.21829105706458,41,0.5161290322580645,1
13,0.80583807306430988,342.85909551155265,26,1,0
41,0.12597176896623641,45.349836827845103,41,0.5161290322580645,1
13,0.66895440801298267,336.47705716734981,26,1,0
41,0.45074801975748774,102.21939331872137,41,0.5161290322580645,1
13,0.7206767652699787,308.50694886825482,26,1,0
12,0.87951447195096855,334.02371073799543,25,1,0
12,0.59078800843799073,312.82617548165939,25,1,0
12,0.40768245749551763,344.68600669782978,25,1,0
13,0.79214897588774302,320.1288451545721,26,1,0
13,0.53851648071345037,292.62936882684892,26,1,0
13,0.45825756949558405,346.0396933517888,26,1,0
41,0.27982825117576571,73.895651954167974,41,0.5161290322580645,1
41,0.45074801975748774,112.71570141037532,41,0.5161290322580645,1
41,0.45074801975748774,110.71515231969735,41,0.5161290322580645,1
41,0.12597176896623638,50.136764048562057,41,0.5161290322580645,1
12,0.63812398173590223,323.00516706414857,25,1,0
12,0.47140452079103173,312.77531452552836,24,1,0
41,0.45074801975748774,99.223777193059234,41,0.5161290322580645,1
42,0.44387102222943098,112.94595205644822,42,0.515625,1
41,0.27982825117576571,80.295117730292532,41,0.5161290322580645,1
13,0.68510948030223606,307.87016744075737,26,1,0
41,0.12597176896623638,45.601780365777557,41,0.5161290322580645,1
11,0.55882352941176472,303.10590181694414,22,1,0
11,0.5703152773430975,339.13559082163243,22,1,0
12,0.78242467091150036,317.32521417505819,25,1,0
41,0.45074801975748774,112.21551381187201,41,0.5161290322580645,1
13,0.62799283435402353,333.57559019658498,26,1,0
13,0.66895440801298256,328.95937344146313,26,1,0
41,0.45074801975748774,100.7213782957007,41,0.5161290322580645,1
41,0.35336939193881689,88.504960265938422,41,0.5161290322580645,1
41,0.45074801975748774,109.71508366567888,41,0.5161290322580645,1
41,0.27982825117576571,81.801446117343531,41,0.5161290322580645,1
41,0.45074801975748774,114.71677560679232,41,0.5161290322580645,1
41,0.45074801975748774,107.71537725598212,41,0.5161290322580645,1
13,0.74119835401867962,337.21195022567036,26,1,0
41,0.17668469596940845,56.983156501460407,41,0.5161290322580645,1
12,0.39577241246597239,353.24467790631439,24,1,0
41,0.27982825117576571,51.977302338392768,41,0.5161290322580645,1
41,0.27982825117576571,80.797205059788183,41,0.5161290322580645,1
41,0.45074801975748774,116.21790953806791,41,0.5161290322580645,1
12,0.68824720161168529,289.5542997794638,25,1,0
12,0.75172930826766848,335.44791653718954,25,1,0
12,0.45351810367405493,329.89731467101518,25,1,0
13,0.52678268764263692,308.25379052819449,26,1,0
13,0.66332495807108005,313.67349266394825,26,1,0
13,0.49434299833212975,335.34201850498846,26,1,0
12,0.67811045930132241,328.36963581995803,25,1,0
41,0.45074801975748774,102.21939331872137,41,0.5161290322580645,1
41,0.45074801975748774,103.21829105706458,41,0.5161290322580645,1
12,0.67401307762451035,343.64826119714724,25,1,0
41,0.45074801975748774,112.21551381187201,41,0.5161290322580645,1
13,0.57227615711297986,338.28779814678506,26,1,0
13,0.62799283435402353,348.81006203233301,26,1,0
40,0.0,0.0,40,0.5,1
12,0.69873252880798697,326.28065706461246,25,1,0
13,0.55677643628300211,333.03850284163843,26,1,0
13,0.67823299831252681,317.43045596634232,26,1,0
40,0.0,0.0,40,0.5,1
12,0.81649658092772603,329.93639491780539,24,1,0
41,0.45074801975748774,115.21712299759017,41,0.5161290322580645,1
41,0.35336939193881683,87.011571228058202,41,0.5161290322580645,1
42,0.44387102222943098,110.48345022417385,42,0.515625,1
41,0.27982825117576571,85.568089980394106,41,0.5161290322580645,1
41,0.49134020037831683,88.578366157276847,41,0.5161290322580645,1
13,0.55677643628300211,309.46057907268255,26,1,0
42,0.2755498763835687,87.583864664727912,42,0.515625,1
12,0.75920279826202486,322.49567419818703,24,1,0
13,0.59107952087684446,311.75121391102874,26,1,0
11,0.59481612988696131,344.4378399733925,22,1,0
13,0.79214897588774302,328.34090135101962,26,1,0
13,0.52380817099392407,354.97401225300985,26,1,0
12,0.53480003770793616,340.25456190550466,25,1,0
40,0.0,0.0,40,0.5,1
13,0.4898979485566356,333.49324955686888,26,1,0
13,0.61997983838186221,339.53258219941131,26,1,0
13,0.64759169234943093,318.21030388722482,26,1,0
13,0.73484692283495345,316.47451615414468,26,1,0
41,0.27982825117576571,83.307967696912428,41,0.5161290322580645,1
41,0.45074801975748774,97.726609040036266,41,0.5161290322580645,1
12,0.68493488921877521,338.51807581622728,24,1,0
12,0.67657684906223381,341.27013045248799,25,1,0
